中国成人2型糖尿病胰岛素促泌剂应用的专家共识	O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O
适用于预期生存期>10年较轻并发症及伴发疾病有一定低血糖风险应用胰岛素促泌剂类降糖药物或以胰岛素治疗为主的2型和1型糖尿病患者	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;B-Drug;I-Drug;E-Drug;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O
(2)HbA1c<8.0%	O;O;O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value
适用于预期生存期>5年中等程度并发症及伴发疾病有低血糖风险应用胰岛素促泌剂类降糖药物或以多次胰岛素注射治疗为主的老年糖尿病患者	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-Drug;I-Drug;E-Drug;B-Method;E-Method;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O
如有预期寿命<5年完全丧失自我管理能力等情况HbA1c的控制标准可放宽至<8.5%尚需避免严重高血糖(>16.7mmol/L)引发的糖尿病急性并发症和难治性感染等情况发生	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;O;O;O;O;O;O;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;O;O;O;B-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;E-Reason;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O
消除糖尿(血糖水平<11.1mmol/L)是老年糖尿病患者治疗的一个重要目标有利于改善高血糖渗透性利尿(引起血容量减少夜尿多等)和营养负平衡(尿糖排出)	O;O;B-Symptom;E-Symptom;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Symptom;I-Symptom;I-Symptom;I-Symptom;I-Symptom;I-Symptom;I-Symptom;E-Symptom;O;O;O;B-Symptom;I-Symptom;I-Symptom;I-Symptom;E-Symptom;B-Symptom;I-Symptom;E-Symptom;O;O;O;B-Symptom;I-Symptom;I-Symptom;I-Symptom;E-Symptom;O;B-Symptom;E-Symptom;O;O;O
2.非血糖的其他代谢相关指标(参见后节)	O;O;O;B-Test_items;E-Test_items;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
三老年糖尿病降糖治疗的措施	O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O
降糖治疗需要掌握患者各类血糖变化的特点为其提供针对性强合适便于操作的降糖药物治疗方案方能达到理想的血糖控制效果	O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;E-Test_items;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;E-Test_items;O;O;O;O
(一)重视基础治疗	O;O;O;O;O;O;O;O;O
糖尿病的基础治疗包括教育和管理饮食和运动两方面	B-Disease;I-Disease;E-Disease;O;B-Treatment;I-Treatment;I-Treatment;E-Treatment;O;O;B-Treatment;I-Treatment;I-Treatment;I-Treatment;E-Treatment;B-Treatment;I-Treatment;I-Treatment;I-Treatment;E-Treatment;O;O;O
缺乏糖尿病防治知识是血糖控制差的最主要原因	O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;B-Test_items;E-Test_items;B-Test_Value;I-Test_Value;E-Test_Value;O;O;O;O;O;O
重视老年患者的教育和管理是提高糖尿病治疗水平的重要举措	O;O;O;O;O;O;O;B-Treatment;I-Treatment;I-Treatment;I-Treatment;E-Treatment;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O
对任何年龄段的患者来说营养管理都是糖尿病治疗中的一个重要组成部分(A)	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
老年糖尿病的预防已经明确了饮食与运动干预的有效性	O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;B-Treatment;I-Treatment;I-Treatment;I-Treatment;E-Treatment;O;O;O;O;O;O
但对于老年患者而言尚需注意一些特殊问题	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
人体进入老年阶段后代谢水平随着年龄的增长而逐渐下降同时运动机能也逐渐降低导致瘦体质量逐年减少	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
一部分老年患者存在长期能量摄入超标的现象表现为内脏脂肪存储过多肌肉存量衰减型肥胖	O;O;O;O;O;O;O;O;O;B-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;E-Reason;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease
不良的饮食习惯(饮食结构单一进食方式欠合理)是促成血糖波动大的重要影响因素而不恰当的限制饮食也会给老年糖尿病患者带来额外的风险	B-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;E-Reason;O;O;O;B-Test_items;E-Test_items;B-Test_Value;E-Test_Value;O;O;O;O;O;O;O;O;O;B-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;I-Reason;E-Reason;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O
ADA推荐膳食纤维的摄入量为14g·1000kcal-1·d-1(1kcal4.184kJ)(II)	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
具体的配置需要因人而异适合老年人个体差异大的需求	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
老年患者的运动管理更需要个体化	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
正常体能者老龄体弱者肢体残障者智能障碍者分别选择能进行容易坚持的全身或肢体运动方式	O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;E-Disease;O;B-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
运动前需进行运动安全性评估	O;O;O;O;O;O;O;O;O;O;O;O;O
结合轻度中度运动消耗量安排时间提倡餐后的适量室内活动与每周3~4次的体能锻炼相结合有利于缓解餐后高血糖并保持或增强体质	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;E-Treatment;O;B-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;E-Treatment;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O
结合有计划的抗阻力运动如举重物抬腿保持等可以帮助老年患者延缓肌肉的减少	O;O;O;O;O;O;B-Treatment;I-Treatment;I-Treatment;I-Treatment;E-Treatment;O;B-Treatment;I-Treatment;E-Treatment;B-Treatment;E-Treatment;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
肥胖者可通过适当增加有氧运动量消耗脂肪储存(B)	B-Disease;E-Disease;O;O;O;O;O;O;B-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;I-Treatment;E-Treatment;O;O;O;O;O;O;O;O;O
1.降糖药的选用原则	O;O;O;O;O;O;O;O;O;O
从病理改变的过程看2型糖尿病的发展包括早期正常血糖-胰岛素代偿性高分泌阶段糖尿病前期(血糖轻度升高)糖尿病胰岛素分泌不足阶段糖尿病胰岛素分泌缺乏4个代表性阶段(IV)	O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;B-Test_items;E-Test_items;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;B-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;B-Disease;I-Disease;E-Disease;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis;O;O;B-Disease;I-Disease;E-Disease;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis;O;O;O;O;O;O;O;O;O;O;O
如能在正常血糖-胰岛素高分泌代偿阶段开始TLC干预消除引起胰岛素抵抗的原因可预防糖尿病	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Treatment;I-Treatment;E-Treatment;O;O;O;O;O;O;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease
糖尿病前期的病理特点表现为胰岛素抵抗相对分泌不足保护胰岛β细胞减轻胰岛素抵抗必要时辅用非胰岛素促泌剂和肠促胰素类药物可以延缓糖尿病发生(A)	B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis;O;O;O;O;O;O;O;O;O;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O
糖尿病发展至胰岛素分泌不足阶段需要联合胰岛素促分泌剂必要时联合基础胰岛素多重机制降血糖(A)	B-Disease;I-Disease;E-Disease;O;O;O;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O
发展至胰岛素缺乏为主时需要满足机体对胰岛素的需求以胰岛素治疗为主(可采用多种治疗模式)辅用口服降糖药(B)	O;O;O;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;E-Drug;O;O;O;O;B-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Method;E-Method;O;O;O;O;O;O
一般情况下老年2型糖尿病降糖药物选用路径见图1	O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O
多次胰岛素注射(强化治疗)	O;O;B-Drug;I-Drug;E-Drug;B-Method;E-Method;O;O;O;O;O;O
遇到新诊断老年糖尿病伴存高血糖(HbA1c>9.0%)合并感染或急性并发症处于手术或应激状态应用拮抗胰岛素作用的药物(如糖皮质激素)等特殊情况时因存在明显的胰岛素抵抗高糖毒性高脂毒性等加重胰岛β细胞损伤的因素需积极采用短期一天多次胰岛素强化治疗模式解除β细胞毒性尽早纠正高血糖(C)	O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;B-Disease;I-Disease;E-Disease;O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;O;O;B-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;I-ADE;I-ADE;E-ADE;B-ADE;I-ADE;I-ADE;E-ADE;B-ADE;I-ADE;I-ADE;E-ADE;O;B-ADE;I-ADE;I-ADE;I-ADE;I-ADE;I-ADE;I-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;B-Frequency;I-Frequency;I-Frequency;E-Frequency;B-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O
目前所有降糖药的作用机制均较局限当单药治疗血糖不能达标时联合机制互补的药物具有更大的优势(A)	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
除了胰岛素泵能因需调整胰岛素用量外其他胰岛素制剂往往难顾及患者三餐血糖变化的需求合用口服降糖药弥补欠缺是非常实际有效的治疗模式(A)	O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;E-Drug;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;O;O;O;O;B-Method;E-Method;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
老年前患糖尿病的患者合并大血管微血管病变的比例远高于老年后患糖尿病者这部分患者胰岛β细胞功能多很差平常血糖波动幅度大如长期未能得到良好管理和治疗会存在不同程度的脏器功能损害在治疗选择上要充分考虑到可能对降糖药应用的影响(C)	O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis;O;O;B-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
特别是防止严重低血糖的发生(A)	O;O;O;O;O;B-Level;E-Level;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O
老年人低血糖症状多不典型较多见的是非特异性神经精神症状尤其是眩晕定向障碍跌倒或突发行为改变	O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Symptom;E-Symptom;B-Symptom;I-Symptom;I-Symptom;E-Symptom;B-Symptom;E-Symptom;O;B-Symptom;I-Symptom;I-Symptom;I-Symptom;I-Symptom;E-Symptom
对于存在认知功能障碍的老年人不能及时识别低血糖有时会带来严重后果其危害远高于轻中度高血糖	O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease
在老年人出现跌倒突发行为异常应该想到低血糖的可能	O;O;O;O;O;O;B-Symptom;E-Symptom;B-Symptom;I-Symptom;I-Symptom;I-Symptom;I-Symptom;E-Symptom;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O
对用胰岛素促泌剂或胰岛素治疗的老年患者和/或家属需要在第一时间告知其低血糖的防治措施有严重低血糖发生经历的老年患者如不能彻底阻断发生原因血糖的控制目标需大步放松以不发生低血糖又无严重高血糖为目标(C)	O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;B-Level;E-Level;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;E-Test_items;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;B-Level;E-Level;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O
2.各类降糖药物应用注意点	O;O;O;O;O;O;O;O;O;O;O;O;O
非胰岛素促泌剂	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug
二甲双胍	B-Drug;I-Drug;I-Drug;E-Drug
现有国内外糖尿病指南中均推荐二甲双胍作为2型糖尿病患者控制高血糖的首选或一线用药	O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O
它较少的低血糖风险对于老年人有一定的益处但是药物带来的胃肠道反应与体重减轻对于瘦弱的老年患者可能不利	O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;I-ADE;I-ADE;E-ADE;O;B-ADE;I-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O
双胍类药物本身没有肾毒性因以原型从肾脏排出如果估算的肾小球滤过率(eGFR)在45~60ml/min之间则二甲双胍应该减量如果eGFR<45ml/min二甲双胍则不能使用(A)	B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;O;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O
影像学检查使用碘化造影剂时应暂时停用二甲双胍	B-Test;I-Test;I-Test;I-Test;E-Test;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug
α-糖苷酶抑制剂	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug
α-糖苷酶抑制剂包括阿卡波糖伏格列波糖和米格列醇	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;B-Drug;I-Drug;I-Drug;E-Drug;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug
主要降低餐后血糖并且低血糖的风险较低对于以碳水化合物为主要能量来源的老年糖尿病患者更为适合(B)	O;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O
服药后的胃肠道反应可能会影响这类药物的使用采用从小剂量开始逐渐加量可以有效减少不良反应	O;O;O;O;B-ADE;I-ADE;I-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
单独服用本类药物通常不会发生低血糖	O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE
合用α-糖苷酶抑制剂的患者如果出现低血糖治疗时需使用葡萄糖制剂食用蔗糖或淀粉类食物纠正低血糖的效果差	O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O
该类药物95%以上在肠道水解后排出不增加肝肾代谢负担	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
格列酮类	B-Drug;I-Drug;I-Drug;E-Drug
包括罗格列酮和吡格列酮增加胰岛素敏感性作用明确有延缓糖尿病进程和较长时间稳定血糖的临床疗效	O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;B-Test_items;E-Test_items;O;O;O;O;O
但有增加体重水肿加重心力衰竭骨折的风险在老年人中的应用还存在一定的负面影响(A)	O;O;B-ADE;I-ADE;I-ADE;E-ADE;B-ADE;E-ADE;O;O;B-ADE;I-ADE;I-ADE;E-ADE;B-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
除老年早期或有特殊需求者外一般不推荐在老年糖尿病患者中使用(IV)	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O
二肽基肽酶-4(DPP-4)抑制剂	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug
通过延长体内自身胰高糖素样肽-1(GLP-1)的作用改善糖代谢	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
主要降低餐后血糖低血糖风险很小耐受性和安全性比较好不增加体重对于老年患者有较多获益(A)	O;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
GLP-1受体激动剂以降低餐后血糖为主低血糖风险较低经其他降糖药治疗血糖控制不佳肥胖或贪食者可考虑本药	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;B-Disease;E-Disease;O;O;O;O;O;O;O;O;O
但是这类药物可能导致恶心等胃肠道不良反应及体重减轻对于比较瘦弱的老年患者不适合	O;O;O;O;O;O;O;O;O;O;B-ADE;E-ADE;O;B-ADE;I-ADE;I-ADE;I-ADE;I-ADE;I-ADE;E-ADE;O;B-ADE;I-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O
肾功能不全时药物需要减量	B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O
有胰腺炎病史者须慎用	O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O
目前尚缺少老年人应用的经验	O;O;O;O;O;O;O;O;O;O;O;O;O
胰岛素促泌剂	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug
磺脲类	B-Drug;I-Drug;E-Drug
是胰岛素促泌剂类中临床应用经验多价格相对便宜的降糖药物	O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
对老年患者来说这类药物的低血糖风险相对较大格列本脲的低血糖风险最大不宜用于老年患者(A)	O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
对于肝肾功能正常的老年糖尿病患者可考虑选择每日1次的磺脲类药物或根据血糖谱的特点选择中短效的磺脲类药物	O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;B-Frequency;I-Frequency;I-Frequency;E-Frequency;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug
缓释(格列齐特)和控释(格列吡嗪)的包装剂型每天服用1次且体内药物浓度平缓低血糖发生少推荐老年患者选用(A)	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;B-Frequency;I-Frequency;I-Frequency;I-Frequency;I-Frequency;E-Frequency;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O
格列奈类	B-Drug;I-Drug;I-Drug;E-Drug
为非磺脲类短效胰岛素促泌剂以降低餐后血糖为主需餐前服用起效快半衰期较短	O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;B-Method;I-Method;I-Method;E-Method;O;O;O;O;O;O;O;O
胰岛素制剂	B-Drug;I-Drug;I-Drug;I-Drug;E-Drug
